code,name,name_eng,price,shares_common,mcap_common,mcap_total,corp_code,induty_code,fiscal_month,fs_div,currency,fin_rule,net_income_parent,equity_parent,net_income_parent_prior,equity_parent_prior,dps_common,eps_reported,payout_reported_pct,valueup_plan,valueup_first_plan_date,valueup_first_preview_date,valueup_filings,is_financial
004020,현대제철,HYUNDAI STEEL COMPANY,31950,133445785,4263592830750,4263592830750,00145880,2411,12,CFS,KRW,standard,-6916448647.0,19370718758990.0,-11621287184.0,18918297285386.0,500.0,-53.0,,False,,,0,False
034220,LG디스플레이,"LG Display Co., Ltd.",8490,500000000,4245000000000,4245000000000,00105873,2621,12,CFS,KRW,standard,226312000000.0,6604124000000.0,-2562606000000.0,6542261000000.0,0.0,453.0,0.0,True,20241122,,2,False
002380,KCC,KCC Corporation,476000,8592896,4090218496000,4090218496000,00105271,20411,12,CFS,KRW,standard,1538496275573.0,7824485732406.0,343824075640.0,5265962627794.0,15000.0,209201.0,7.17,True,20250703,,2,False
001450,현대해상,"HYUNDAIMARINE&FIREINSURANCECO.,LTD.",47550,85248250,4053554287500,4053554287500,00164973,65121,12,CFS,KRW,standard,1019820047983.0,5157512762473.0,850533055882.0,4743378657629.0,0.0,13006.0,0.0,False,,,0,True
082740,한화엔진,"Hanwha Engine Co., Ltd.",47600,83447142,3972083959200,3972083959200,00361008,29111,12,CFS,KRW,standard,173753426631.0,556102899924.0,79159548487.0,393295789886.0,0.0,2071.0,0.0,False,,,0,False
103590,일진전기,"ILJIN ELECTRIC CO.,LTD",81700,47685390,3895896363000,3895896363000,00683469,2830,12,CFS,KRW,standard,103889478000.0,588671403000.0,46193258000.0,500309704000.0,500.0,2179.0,22.95,False,,,0,False
010060,OCI홀딩스,OCI Holdings Company Ltd.,206000,18670232,3846067792000,3846067792000,00148896,64992,12,CFS,KRW,standard,-89880075000.0,3931910194000.0,97671162000.0,3979195012000.0,1000.0,-4809.0,-20.77,False,,,0,False
001040,CJ,CJ Corp.,130000,29176998,3793009740000,4484445947600,00148540,64992,12,CFS,KRW,standard,143329782000.0,5208897884000.0,94269008000.0,5452300896000.0,3300.0,4271.0,,True,20260327,,1,False
008930,한미사이언스,"Hanmi Science Co.,Ltd",52100,68391550,3563199755000,3563199755000,00161426,64992,12,CFS,KRW,standard,118369957151.0,961852859665.0,59421641043.0,840928986273.0,300.0,1748.0,17.35,True,20241108,,2,False
161890,한국콜마,"KOLMAR KOREA CO.,LTD",147000,23605077,3469946319000,3469946319000,00939331,20423,12,CFS,KRW,standard,125078561970.0,910357247405.0,90074028307.0,792634831327.0,864.0,5299.0,16.31,False,,,0,False
018880,한온시스템,Hanon Systems,3220,1026251342,3304529321240,3304529321240,00161125,29172,12,CFS,KRW,standard,-198546222382.0,3767762778930.0,-363255550781.0,2853472095503.0,0.0,-292.0,0.0,False,,,0,False
036460,한국가스공사,KoreaGasCorporation,35600,92313000,3286342800000,3286342800000,00261285,35200,12,CFS,KRW,standard,133021000000.0,10802423000000.0,1146749000000.0,10829084000000.0,1154.0,1463.0,75.7,True,20260422,,1,False
004170,신세계,SHINSEGAE Inc.,347000,9445181,3277477807000,3277477807000,00136378,47111,12,CFS,KRW,standard,13937046414.0,4455332903779.0,107782477017.0,4265138301271.0,5200.0,1590.0,327.13,True,20241227,20240912,4,False
012750,에스원,S-1 CORPORATION,83300,37999178,3165331527400,3165331527400,00158501,75320,12,CFS,KRW,standard,178566844211.0,1756324291678.0,176732400410.0,1660661064990.0,3200.0,5281.0,60.6,True,20260319,,1,False
375500,DL이앤씨,"DL E&C CO.,LTD.",80900,38693623,3130314100700,3294147828650,01524093,412,12,CFS,KRW,standard,370189019489.0,5244091831162.0,229223745163.0,4845710111118.0,890.0,8746.0,10.05,False,,,0,False
336260,두산퓨얼셀,"Doosan Fuel Cell Co., Ltd.",47200,65493726,3091303867200,3200140594200,01412725,28111,12,CFS,KRW,standard,-132804248876.0,367480446236.0,-10474726734.0,498895839831.0,0.0,-1623.0,0.0,False,,,0,False
192820,코스맥스,"COSMAX, INC.",272000,11349509,3087066448000,3087066448000,01009789,20423,12,CFS,KRW,standard,123064158267.0,558159240881.0,85796823726.0,473397931954.0,3300.0,10847.0,28.6,True,20251203,,2,False
111770,영원무역,Youngone Corporation,69300,44311468,3070784732400,3070784732400,00776820,46800,12,CFS,KRW,standard,492268483607.0,4092315540912.0,427050356020.0,3686692649307.0,2100.0,11558.0,18.2,True,20250811,20260731,3,False
035250,강원랜드,"Kangwon Land, Inc.",14320,213940500,3063627960000,3063627960000,00255619,91249,12,CFS,KRW,standard,318192491518.0,3964522156208.0,456895295638.0,3883666448036.0,950.0,1572.0,59.2,True,20241010,20241002,4,False
022100,포스코DX,POSCO DX COMPANY LTD.,19990,152034729,3039174232710,3039174232710,00155212,72129,12,CFS,KRW,standard,52081264979.0,569587084549.0,88036600048.0,523191568131.0,125.0,343.0,36.4,False,,,0,False
028670,팬오션,"Pan Ocean Co., Ltd.",5600,534569512,2993589267200,2993589267200,00122737,50112,12,CFS,KRW,standard,301407000000.0,5723482000000.0,268143000000.0,5653383000000.0,150.0,564.0,26.6,True,20260327,,1,False
006360,GS건설,GS Engineering & Construction Corp,34600,85581490,2961119554000,2961119554000,00120030,4111,12,CFS,KRW,standard,93518000000.0,4792962000000.0,245568000000.0,4414089000000.0,500.0,1073.0,45.4,True,20260325,,1,False
011780,금호석유화학,"KUMHO PETRO CHEMICAL CO.,LTD",116900,25157325,2940891292500,3089949152300,00106368,201,12,CFS,KRW,standard,290936738220.0,6245291877385.0,348621508633.0,6037777043046.0,1700.0,11300.0,15.0,True,20250210,,2,False
023530,롯데쇼핑,"LOTTE SHOPPING CO.,LTD.",103900,28288755,2939201644500,2939201644500,00120526,47111,12,CFS,KRW,standard,51555579106.0,15185023750402.0,-968016249419.0,15503954524320.0,4000.0,1824.0,219.3,True,20241011,,3,False
031210,서울보증보험,Seoul Guarantee Insurance Company,41300,69821598,2883631997400,2883631997400,00112998,65122,12,CFS,KRW,standard,268373453742.0,5189914819617.0,213100095223.0,5170177200110.0,2865.0,3844.0,74.5,True,20250930,,3,True
017800,현대엘리베이터,"HYUNDAI ELEVATOR CO.,LTD",73700,39092385,2881108774500,2881108774500,00164724,29162,12,CFS,KRW,standard,262047290347.0,1352124960927.0,183197914187.0,1254671599022.0,14010.0,7258.0,193.0,True,20241212,20240911,4,False
251270,넷마블,Netmarble Corporation,34350,83158425,2856491898750,2856491898750,00904672,5821,12,CFS,KRW,standard,225033175328.0,5429700987984.0,25640335233.0,5416041831044.0,876.0,2746.0,31.9,True,20260326,,1,False
139130,iM금융지주,"iM Financial Group Co., Ltd.",17810,158363408,2820452296480,2820452296480,00878915,64992,12,CFS,KRW,standard,443903000000.0,6220133000000.0,214876000000.0,5991115000000.0,700.0,2511.0,25.3,True,20241028,20240829,4,True
302440,SK바이오사이언스,"SK Bioscience Co.,Ltd",35750,78456553,2804821769750,2804821769750,01319899,211,12,CFS,KRW,standard,-57424481989.0,1788799862235.0,-53881198908.0,1802565226090.0,0.0,-733.0,0.0,False,,,0,False
007340,DN오토모티브,DN AUTOMOTIVE CORPORATION,47900,58510865,2802670433500,2802670433500,00116949,28202,12,CFS,KRW,standard,281602585000.0,2007332574000.0,284931413000.0,1741561468000.0,1000.0,5440.0,18.38,False,,,0,False
004800,효성,HYOSUNG CORPORATION,164200,16740407,2748774829400,2748774829400,00117188,649,12,CFS,KRW,standard,329905103957.0,2443583657679.0,453157569978.0,2155683371748.0,5000.0,19734.0,25.3,True,20260320,,1,True
097950,CJ제일제당,CJ CHEILJEDANG CORP.,175800,15054186,2646525898800,2792809015400,00635134,108,12,CFS,KRW,standard,-571455619874.0,7058604079000.0,132271390617.0,7847554731000.0,6000.0,-35668.0,,False,,,0,False
085620,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",19320,135180000,2611677600000,2611677600000,00112332,65110,12,CFS,KRW,standard,130776431540.0,2448095130657.0,136114870311.0,2563654662740.0,0.0,1002.0,0.0,False,,,0,True
383220,F&F,"F&F CO.,Ltd",67800,38307075,2597219685000,2597219685000,01568413,14111,12,CFS,KRW,standard,398531197364.0,1878678882040.0,360375370051.0,1562200168382.0,2700.0,10611.0,25.39,True,20250429,20250221,4,False
003690,코리안리,Korean Reinsurance Company,14670,176721031,2592497524770,2592497524770,00113191,65200,12,CFS,KRW,"no NCI, NI = total NI",322041488493.0,3683421777221.0,316671748113.0,3452869465595.0,570.0,1587.0,31.28,True,20260327,,1,True
011170,롯데케미칼,LOTTE CHEMICAL CORPORATION,60200,42775419,2575080223800,2575080223800,00165413,20111,12,CFS,KRW,standard,-2037135124082.0,12584876918618.0,-1710507345754.0,14352322139454.0,1000.0,-48311.0,,False,,,0,False
014680,한솔케미칼,"Hansol Chemical Co., Ltd",236500,10794036,2552789514000,2552789514000,00140955,20129,12,CFS,KRW,standard,147278669947.0,1080490634159.0,122679144718.0,974318215904.0,2600.0,13428.0,19.2,True,20250429,,2,False
026960,동서,DONG SUH COMPANIES INC.,25350,99700000,2527395000000,2527395000000,00144395,4632,12,CFS,KRW,standard,144876386111.0,1722043323436.0,157251142776.0,1694360738168.0,1140.0,1468.0,77.6,True,20260303,,1,False
450080,에코프로머티,"ECOPRO MATERIALS CO., LTD.",34950,70813870,2474944756500,2474944756500,01311408,28202,12,OFS,KRW,OFS totals,24103738371.0,1144680193740.0,-42686351369.0,737605448212.0,0.0,,14.2,False,,,0,False
009420,한올바이오파마,"HANALL BIOPHARMA CO.,LTD",46600,52240638,2434413730800,2434413730800,00162586,212,12,CFS,KRW,standard,-5559162634.0,161681400836.0,-1804843479.0,168351403333.0,0.0,-110.0,0.0,False,,,0,False
004990,롯데지주,Lotte Corporation,24400,99663776,2431796134400,2451734808650,00120562,64992,12,CFS,KRW,standard,-647552868590.0,6076323693816.0,-1018805985752.0,6245033465111.0,1250.0,-9028.0,-14.8,True,20241126,,2,False
489790,한화비전,"Hanwha Vision CO.,LTD",47950,50488390,2420918300500,2420918300500,01867758,264,12,CFS,KRW,standard,45589822699.0,865880645572.0,10595898861.0,822869661844.0,0.0,902.0,0.0,False,,,0,False
005440,현대지에프홀딩스,"HYUNDAI G.F. HOLDINGS CO., LTD.",13020,183397199,2387831530980,2387831530980,00105280,64992,12,CFS,KRW,standard,411983219000.0,4000146952000.0,698862577000.0,3369831487000.0,300.0,2643.0,11.4,True,20241108,,2,False
004370,농심,"NONGSHIM CO.,LTD",390000,6082642,2372230380000,2372230380000,00108241,108,12,CFS,KRW,standard,170132973883.0,2830704457688.0,157301500634.0,2672015203505.0,6000.0,29342.0,20.58,True,20250522,20250328,4,False
000240,한국앤컴퍼니,"HANKOOK & COMPANY CO., LTD.",24650,94935240,2340153666000,2340153666000,00160047,64992,12,CFS,KRW,standard,347229288109.0,4781079225610.0,350713050064.0,4452873418433.0,1100.0,3666.0,30.01,True,20260327,,1,False
282330,BGF리테일,"BGF retail CO., LTD.",132900,17283906,2297031107400,2297031107400,01263022,47122,12,CFS,KRW,standard,195263084525.0,1313057157689.0,195217876198.0,1184132956540.0,4100.0,11303.0,36.3,True,20250430,,2,False
483650,달바글로벌,"d'Alba Global Co., Ltd.",182100,12527165,2281196746500,2281196746500,01649204,20423,12,CFS,KRW,standard,79053534113.0,198554792679.0,15408977423.0,102069072470.0,2629.0,6594.0,41.1,True,20260331,,1,False
001720,신영증권,"SHINYOUNG SECURITIES CO.,LTD",138000,16440000,2268720000000,2268720000000,00136721,66121,03,CFS,KRW,standard,108625211917.0,1756981842004.0,142649513102.0,1612823517609.0,5000.0,13618.0,36.9,True,20260622,,1,True
005850,에스엘,SL CORPORATION,48300,46448520,2243463516000,2243463516000,00125521,303,12,CFS,KRW,standard,310834472376.0,2552540824483.0,368357798821.0,2299756239403.0,2770.0,6749.0,41.0,True,20260327,,1,False
018670,SK가스,SK GAS LTD,240500,9269244,2229253182000,2229253182000,00144164,46713,12,CFS,KRW,standard,235249768492.0,2928065570208.0,194021587568.0,2778660491314.0,9000.0,26176.0,34.5,True,20260324,,1,False
279570,케이뱅크,Kbank,5350,405695151,2170469057850,2170469057850,01203312,64121,12,OFS,KRW,OFS totals,112609000000.0,2171766000000.0,128053000000.0,1995845000000.0,0.0,294.0,0.0,False,,,0,True
103140,풍산,POONGSAN CORPORATION,76700,28024278,2149462122600,2149462122600,00684714,242,12,CFS,KRW,standard,147164434318.0,2298131546597.0,236045982790.0,2199301948907.0,1700.0,5388.0,31.6,False,,,0,False
204320,HL만도,"HL Mando CO.,LTD",45500,46957120,2136548960000,2136548960000,01042775,303,12,CFS,KRW,standard,100037573498.0,2713805689016.0,129930183944.0,2518549871228.0,750.0,2130.0,35.2,False,,,0,False
009970,영원무역홀딩스,"Youngone Holdings Co., Ltd",163400,12953817,2116653697800,2116653697800,00140964,64992,12,CFS,KRW,standard,367684364214.0,3015191834807.0,333959735242.0,2714895195388.0,6576.0,31684.0,20.8,True,20250825,,2,False
112610,씨에스윈드,CS Wind Corporation,50100,42171403,2112787290300,2112787290300,00670340,2511,12,CFS,KRW,standard,34701475321.0,1153059191962.0,142294111286.0,1148662127810.0,1000.0,837.0,119.4,True,20260326,,1,False
020150,롯데에너지머티리얼즈,LOTTE ENERGY MATERIALS CORPORATION,40150,52365463,2102473339450,2102473339450,00113997,2629,12,CFS,KRW,standard,-157547443197.0,1655962401438.0,6299146309.0,1333628025233.0,0.0,-3065.0,0.0,False,,,0,False
069960,현대백화점,"HYUNDAI DEPARTMENT STORE CO.,LTD",96400,21564912,2078857516800,2078857516800,00428251,47111,12,CFS,KRW,standard,207666979000.0,4549528552000.0,-35946510000.0,4395369423000.0,2150.0,9572.0,22.3,True,20241107,,2,False
051600,한전KPS,"KEPCO Plant Service & Engineering Co., Ltd",45750,45000000,2058750000000,2058750000000,00159218,42311,12,CFS,KRW,standard,124231434985.0,1345765710536.0,172438789905.0,1328411823106.0,1651.0,2761.0,59.8,True,20250220,,2,False
030000,제일기획,Cheil Worldwide Inc,17680,115041225,2033928858000,2033928858000,00148276,71310,12,CFS,KRW,standard,207545863918.0,1572341881326.0,207516530912.0,1457996568297.0,1230.0,2049.0,60.0,True,20260319,,1,False
002790,아모레퍼시픽홀딩스,AMOREPACIFIC Holdings Corp.,26350,76458180,2014673043000,2241155968960,00154462,20423,12,CFS,KRW,standard,124038133589.0,3482154028036.0,252032886627.0,3335589438539.0,400.0,1361.0,30.5,True,20241112,20241031,4,False
081660,미스토홀딩스,Misto Holdings Corporation,37750,53091840,2004216960000,2004216960000,00195229,464,12,CFS,KRW,standard,224306276502.0,1932141962003.0,84220106878.0,2005208821773.0,1980.0,4061.0,46.97,True,20260423,,1,False
139480,이마트,E-MART Inc.,71400,27595819,1970341476600,1970341476600,00872984,471,12,CFS,KRW,standard,136191668992.0,10999057243294.0,-590019504443.0,10390572925028.0,2500.0,5084.0,49.2,True,20250211,,3,False
229640,LS에코에너지,LS Eco Energy Ltd.,64000,30624879,1959992256000,1959992256000,01093007,64992,12,CFS,KRW,standard,42064947281.0,209188487673.0,31238497162.0,183406928558.0,250.0,1387.0,18.2,False,,,0,False
457190,이수스페셜티케미컬,"ISU SPECIALTY CHEMICAL CO., LTD.",63800,30218872,1927964033600,1927964033600,01762569,20111,12,CFS,KRW,"no NCI, NI = total NI",769523000.0,132855533000.0,10511892000.0,121654548000.0,0.0,26.0,0.0,False,,,0,False
007070,GS리테일,"GS Retail Co.,Ltd",22800,83607415,1906249062000,1906249062000,00140177,47122,12,CFS,KRW,standard,43432989490.0,3284403082178.0,2547581467.0,3206848365293.0,600.0,520.0,115.4,True,20260320,,2,False
073240,금호타이어,"KUMHO TIRE CO., INC.",6570,287260287,1887300085590,1887300085590,00481454,221,12,CFS,KRW,standard,347392549367.0,2029382614832.0,324873519111.0,1720557575377.0,0.0,1209.0,0.0,False,,,0,False
462870,시프트업,SHIFT UP Corporation.,31550,58741890,1853306629500,1853306629500,01384787,58212,12,CFS,KRW,standard,191430447697.0,921190987215.0,147973272692.0,764404135605.0,0.0,3293.0,0.0,False,,,0,False
181710,NHN,NHN Corporation,56000,32328965,1810422040000,1810422040000,00983271,5821,12,CFS,KRW,standard,32091574976.0,1463109810462.0,-132530342697.0,1451486782014.0,500.0,1023.0,48.0,True,20260326,,1,False
089860,롯데렌탈,"LOTTE rental co., ltd.",49650,36309388,1802761114200,1802761114200,00545716,76110,12,CFS,KRW,standard,127605882990.0,1565856399823.0,106775661696.0,1477175962572.0,1200.0,3514.0,34.1,True,20240927,,2,False
439260,대한조선,"DAEHAN SHIPBUILDING Co., Ltd.",45500,38088730,1733037215000,1733037215000,00182696,3111,12,CFS,KRW,standard,248774797154.0,1092384070191.0,172651288145.0,453443097219.0,250.0,7314.0,3.9,False,,,0,False
475150,SK이터닉스,"SK eternix Co., Ltd.",50800,34067004,1730603803200,1730603803200,01817081,411,12,CFS,KRW,standard,30721781368.0,273040531600.0,22380995585.0,241972753239.0,0.0,911.0,0.0,False,,,0,False
020560,아시아나항공,Asiana Airlines Inc.,8360,205990711,1722082343960,1722082343960,00138792,511,12,CFS,KRW,standard,-283040150607.0,746011964129.0,-419231418105.0,895887715935.0,0.0,-1446.0,0.0,False,,,0,False
281820,케이씨텍,"KCTECH CO., LTD",86800,19798661,1718523774800,1718523774800,01261893,272,12,CFS,KRW,"no NCI line, equity = total",53392149112.0,530239452127.0,52685900043.0,481848727958.0,450.0,2686.0,16.6,False,,,0,False
023590,다우기술,DAOU TECHNOLOGY INC,39200,43287312,1696862630400,1696862630400,00176914,631,12,CFS,KRW,standard,505182368263.0,3446435267021.0,355835455442.0,2887288844494.0,1800.0,11707.0,15.4,False,,,0,False
071970,HD현대마린엔진,"HD-Hyundai Marine Engine Co., Ltd.",49000,33921495,1662153255000,1662153255000,00406046,29119,12,CFS,KRW,standard,165101642055.0,488912211304.0,75775091634.0,309374582999.0,0.0,4867.0,0.0,False,,,0,False
120110,코오롱인더,"KOLON INDUSTRIES, INC.",54200,29946032,1623074934400,1692686613400,00795135,205,12,CFS,KRW,standard,38285727516.0,3927572301339.0,98606106934.0,3645874111195.0,1300.0,225.0,103.18,True,20260806,,1,False
000120,CJ대한통운,CJ Logistics Corporation ,69800,22812344,1592301611200,1592301611200,00113410,493,12,CFS,KRW,standard,242080917610.0,4145790841567.0,248485572988.0,3948805108252.0,800.0,11347.0,6.6,False,,,0,False
001430,세아베스틸지주,SeAH Besteel Holdings Corporation,44300,35862119,1588691871700,1588691871700,00106669,2411,12,CFS,KRW,standard,56196198013.0,1943429767141.0,20236627791.0,1939752530391.0,1200.0,1567.0,68.6,True,20241119,20240913,4,False
008770,호텔신라,"HOTEL SHILLA CO.,LTD",40150,39248121,1575812058150,1596676700400,00165680,47859,12,CFS,KRW,standard,-172848462361.0,1106187826622.0,-61504525835.0,1284309127658.0,0.0,-4566.0,0.0,False,,,0,False
294870,IPARK현대산업개발,IPARK HYUNDAI DEVELOPMENT COMPANY,23700,65907330,1562003721000,1562003721000,01310269,411,12,CFS,KRW,standard,158148718419.0,3212755613173.0,155717171971.0,3114585393894.0,700.0,2580.0,27.8,False,,,0,False
007810,코리아써키트,"KOREA CIRCUIT CO.,LTD",65100,23982620,1561268562000,1628428696050,00152686,2622,12,CFS,KRW,standard,47251781829.0,439819668845.0,-125918413910.0,379014576464.0,100.0,1726.0,5.1,False,,,0,False
001120,LX인터내셔널,LX INTERNATIONAL CORP.,40200,38760000,1558152000000,1558152000000,00120076,4610,12,CFS,KRW,standard,141810366263.0,2771998158385.0,175694960423.0,2660265136883.0,2000.0,3943.0,50.7,True,20260326,,1,False
006040,동원산업,"DONGWON INDUSTRIES CO.,LTD",35200,44140819,1553756828800,1553756828800,00118026,64992,12,CFS,KRW,standard,367034847342.0,3528034485558.0,75281008554.0,2796141886568.0,1150.0,8793.0,13.83,True,20241127,,1,False
001820,삼화콘덴서,"SAMWHA CAPACITOR CO.,LTD",146900,10395000,1527025500000,1527025500000,00129350,26291,12,CFS,KRW,standard,12532615062.0,277559511155.0,21824954383.0,265211664924.0,500.0,1221.0,41.4,True,20260327,,1,False
012630,HDC,"HDC HOLDINGS CO.,Ltd",25450,59741721,1520426799450,1520426799450,00164636,649,12,CFS,KRW,standard,300976366813.0,2920918753025.0,146351546970.0,2640848273943.0,450.0,6057.0,,False,,,0,True
093370,후성,"FOOSUNG CO.,LTD",13950,107255330,1496211853500,1496211853500,00595191,20129,12,CFS,KRW,standard,5311668698.0,334379444716.0,-69357619388.0,326536149542.0,0.0,50.0,0.0,False,,,0,False
006280,녹십자,GC Biopharma Corp.,123300,11686538,1440950135400,1440950135400,00129679,212,12,CFS,KRW,standard,-4673833010.0,1217477204977.0,-26280215151.0,1252644924139.0,1500.0,-410.0,,False,,,0,False
001800,오리온홀딩스,ORION Holdings Corp.,23750,60156652,1428720485000,1428720485000,00117577,649,12,CFS,KRW,standard,120991845518.0,2463569687398.0,160636402912.0,2370781238350.0,1100.0,1529.0,54.69,True,20260326,,1,True
011210,현대위아,HYUNDAI WIA,52500,27195083,1427741857500,1427741857500,00106623,303,12,CFS,KRW,standard,99017000000.0,3610648000000.0,120435000000.0,3597615000000.0,1200.0,3716.0,32.2,False,,,0,False
361610,SK아이이테크놀로지,"SK ie technology Co., Ltd.",17170,81787100,1404284507000,1404284507000,01386916,282,12,CFS,KRW,standard,-211417928000.0,2601445266000.0,-246615236000.0,2324557015000.0,0.0,-2800.0,0.0,False,,,0,False
005070,코스모신소재,"COSMO ADVANCED MATERIALS & TECHNOLOGY CO., LTD",41550,33214571,1380065425050,1380065425050,00129989,204,12,OFS,KRW,OFS totals,-522850678.0,496843668444.0,17647535995.0,495532641195.0,0.0,-16.0,0.0,False,,,0,False
298020,효성티앤씨,Hyosung TNC Corporation,311500,4327682,1348072943000,1348072943000,01316227,2050,12,CFS,KRW,standard,10814653783.0,1564865456680.0,134541835226.0,1458970619299.0,10100.0,2517.0,400.83,True,20250331,20250108,3,False
322000,HD현대에너지솔루션,"HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.",120100,11200000,1345120000000,1345120000000,01199550,2612,12,CFS,KRW,"no NCI, NI = total NI",41676678809.0,417784216586.0,114228449.0,369683769362.0,0.0,3721.0,0.0,False,,,0,False
097230,HJ중공업,"HJ SHIPBUILDING & CONSTRUCTION CO.,LTD",14660,90295344,1323729743040,1323729743040,00633835,41221,12,CFS,KRW,standard,51434000000.0,669629000000.0,5343000000.0,343448000000.0,0.0,570.0,0.0,False,,,0,False
007310,오뚜기,OTOKI CORPORATION,311500,4007830,1248439045000,1248439045000,00141529,108,12,CFS,KRW,standard,69218019894.0,2074266342959.0,136697686650.0,2053882013247.0,9000.0,20279.0,44.72,True,20260327,,1,False
003540,대신증권,"DAISHIN SECURITIES CO.,LTD",26050,47666126,1241702582300,1920230982860,00110893,66121,12,CFS,KRW,standard,186611961000.0,4054118668000.0,144817600000.0,3320378412000.0,1200.0,2413.0,51.0,True,20250313,,3,True
192080,더블유게임즈,"DoubleUGames Co., Ltd.",58300,21173468,1234413184400,1234413184400,01010110,5821,12,CFS,KRW,standard,131254556348.0,1185854990030.0,187182055816.0,1131377820155.0,1200.0,6651.0,17.6,False,,,0,False
069620,대웅제약,DAEWOONG PHARMA,106200,11586575,1230494265000,1230494265000,00427483,212,12,CFS,KRW,standard,195855574637.0,1006093316943.0,24734510693.0,794574152015.0,600.0,17022.0,3.5,False,,,0,False
001740,SK네트웍스,SKNetworksCompanyLimited,6070,200593889,1217604906230,1217604906230,00131780,467,12,CFS,KRW,standard,49821000000.0,2023759000000.0,47835000000.0,2054203000000.0,250.0,257.0,97.0,True,20241031,,2,False
300720,한일시멘트,"HANILCEMENTCO.,LTD.",16130,73545209,1186284221170,1186284221170,01319808,23311,12,CFS,KRW,standard,74200361247.0,1868385838037.0,184052294155.0,1719460569894.0,1000.0,1061.0,99.11,True,20260319,,1,False
280360,롯데웰푸드,"LOTTE WELLFOOD CO.,LTD",124300,9204574,1144128548200,1144128548200,01258507,108,12,CFS,KRW,standard,72288767366.0,2190932453415.0,84616418965.0,2134741929192.0,3300.0,8176.0,40.36,True,20241017,,2,False
030610,교보증권,"KYOBO SECURITIES CO.,LTD.",10000,113962961,1139629610000,1139629610000,00113359,66121,12,CFS,KRW,standard,142910816000.0,2118939049000.0,117678416000.0,1985723994000.0,550.0,1266.0,43.44,False,,,0,True
004000,롯데정밀화학,"LOTTE Fine Chemical Co., Ltd.",43100,25800000,1111980000000,1111980000000,00157681,20119,12,CFS,KRW,standard,106092942018.0,2435737106786.0,36380501672.0,2368686673109.0,1500.0,4165.0,36.0,False,,,0,False
000210,DL,"DL Holdings CO.,LTD",50500,20955884,1058272142000,1100087794000,00109693,20111,12,CFS,KRW,standard,-88007769786.0,4021543844050.0,89366024952.0,4108254722341.0,0.0,-3895.0,0.0,False,,,0,False
006340,대원전선,"DAWON CABLE CO.,LTD",13490,78414416,1057810471840,1084127319840,00260392,28302,12,CFS,KRW,standard,8776112732.0,129046506917.0,6794390393.0,113845590709.0,0.0,113.0,0.0,False,,,0,False
000080,하이트진로,HITE JINRO,15030,70133611,1054108173330,1068020172110,00150244,11122,12,CFS,KRW,standard,41492231483.0,1121101872935.0,95866949188.0,1126847810711.0,700.0,596.0,117.86,True,20260327,,1,False
006120,SK디스커버리,"SK Discovery Co.,Ltd.",60300,17413751,1050049185300,1101534454300,00131832,64992,12,CFS,KRW,standard,129346876663.0,2907925661951.0,36470741785.0,2852636950788.0,2000.0,6866.0,28.4,True,20260327,,1,False
017960,한국카본,"HANKUK CARBON CO.,LTD",20250,51676486,1046448841500,1046448841500,00159795,2512,12,CFS,KRW,standard,101743537476.0,580170310439.0,20321351760.0,474286350797.0,320.0,2043.0,15.84,False,,,0,False
195870,해성디에스,"HAESUNG DS Co.,Ltd.",61200,17000000,1040400000000,1040400000000,01032413,262,12,CFS,KRW,standard,23820804171.0,564369713446.0,58697149418.0,556276567172.0,900.0,1401.0,64.23,True,20260326,,1,False
003160,디아이,DI CORPORATION,36750,28300000,1040025000000,1040025000000,00118275,27212,12,CFS,KRW,standard,5095642324.0,163568120352.0,1095356869.0,153553412407.0,250.0,196.0,127.6,True,20260320,,1,False
003240,태광산업,"TAEKWANG INDUSTRIAL CO.,LTD",910000,1113400,1013194000000,1013194000000,00153393,20501,12,CFS,KRW,standard,80823968992.0,3930042875280.0,214531185570.0,3929246831442.0,1750.0,98789.0,1.77,True,20260813,20260312,2,False
003530,한화투자증권,"HANWHA INVESTMENT&SECURITIES CO.,LTD",4585,214547775,983701548375,1014661548375,00148610,66121,12,CFS,KRW,standard,,2068202000000.0,,1706223000000.0,0.0,467.0,0.0,False,,,0,True
192400,쿠쿠홀딩스,"Cuckoo Holdings Co.,Ltd",27250,35562185,969069541250,969069541250,00132354,649,12,CFS,KRW,standard,145594260842.0,1321655030636.0,137306911468.0,1196444686567.0,1550.0,4685.0,33.09,True,20260325,,1,True
009240,한샘,"HANSSEM CO.,LTD.",39800,23533928,936650334400,936650334400,00161693,46431,12,CFS,KRW,standard,46281084361.0,399759358345.0,151137006442.0,350663939878.0,0.0,2808.0,0.0,False,,,0,False
032350,롯데관광개발,"LOTTE TOUR DEVELOPMENT CO.,LTD",11730,79725458,935179622340,935179622340,00231372,75210,12,CFS,KRW,standard,27764866268.0,372015011925.0,-116574637396.0,316682433511.0,0.0,356.0,0.0,False,,,0,False
003090,대웅,"DAEWOONG CO.,LTD",15890,58141980,923876062200,923876062200,00111810,212,12,CFS,KRW,standard,175062902534.0,1176637791557.0,57885500089.0,996506946105.0,200.0,4280.0,4.7,False,,,0,False
